hgnc_id,is_active
HGNC:17869,TRUE
HGNC:55235,TRUE
HGNC:56526,TRUE
HGNC:16411,TRUE
HGNC:314,TRUE
HGNC:315,TRUE
HGNC:24169,TRUE
HGNC:316,TRUE
HGNC:20910,TRUE
HGNC:317,TRUE
HGNC:25951,TRUE
HGNC:52788,TRUE
HGNC:318,TRUE
HGNC:27730,TRUE
HGNC:16922,TRUE
HGNC:41427,TRUE
HGNC:16921,TRUE
HGNC:48633,TRUE
HGNC:16923,TRUE
HGNC:23459,TRUE
HGNC:23467,TRUE
HGNC:23466,TRUE
HGNC:23465,TRUE
HGNC:23463,TRUE
HGNC:23659,TRUE
HGNC:29421,TRUE
HGNC:23661,TRUE
HGNC:23499,TRUE
HGNC:23660,TRUE
HGNC:26504,TRUE
HGNC:48617,TRUE
HGNC:26296,TRUE
HGNC:27981,TRUE
HGNC:25892,TRUE
HGNC:41123,TRUE
HGNC:41482,TRUE
HGNC:26147,TRUE
HGNC:41133,TRUE
HGNC:41484,TRUE
HGNC:320,TRUE
HGNC:5175,TRUE
HGNC:5177,TRUE
HGNC:24684,TRUE
HGNC:38051,TRUE
HGNC:38052,TRUE
HGNC:38053,TRUE
HGNC:38054,TRUE
HGNC:51741,TRUE
HGNC:51744,TRUE
HGNC:51740,TRUE
HGNC:51745,TRUE
HGNC:51746,TRUE
HGNC:51747,TRUE
HGNC:21869,TRUE
HGNC:55356,TRUE
HGNC:37661,TRUE
HGNC:55132,TRUE
HGNC:321,TRUE
HGNC:18407,TRUE
HGNC:33784,TRUE
HGNC:3262,TRUE
HGNC:3263,TRUE
HGNC:18421,TRUE
HGNC:18424,TRUE
HGNC:324,TRUE
HGNC:325,TRUE
HGNC:326,TRUE
HGNC:20885,TRUE
HGNC:20988,TRUE
HGNC:20886,TRUE
HGNC:37709,TRUE
HGNC:327,TRUE
HGNC:328,TRUE
HGNC:24167,TRUE
HGNC:329,TRUE
HGNC:330,TRUE
HGNC:333,TRUE
HGNC:17258,TRUE
HGNC:336,TRUE
HGNC:338,TRUE
HGNC:13539,TRUE
HGNC:341,TRUE
HGNC:14412,TRUE
HGNC:24618,TRUE
HGNC:24620,TRUE
HGNC:343,TRUE
HGNC:344,TRUE
HGNC:22204,TRUE
HGNC:44993,TRUE
HGNC:44994,TRUE
HGNC:44995,TRUE
HGNC:44996,TRUE
HGNC:44997,TRUE
HGNC:44998,TRUE
HGNC:44999,TRUE
HGNC:45000,TRUE
HGNC:25230,TRUE
HGNC:21575,TRUE
HGNC:32526,TRUE
HGNC:347,TRUE
HGNC:20125,TRUE
HGNC:348,TRUE
HGNC:346,TRUE
HGNC:1189,TRUE
HGNC:20437,TRUE
HGNC:349,TRUE
HGNC:18075,TRUE
HGNC:13203,TRUE
HGNC:25761,TRUE
HGNC:54663,TRUE
HGNC:54664,TRUE
HGNC:54665,TRUE
HGNC:352,TRUE
HGNC:28904,TRUE
HGNC:8768,TRUE
HGNC:44884,TRUE
HGNC:21411,TRUE
HGNC:26398,TRUE
HGNC:21607,TRUE
HGNC:43926,TRUE
HGNC:357,TRUE
HGNC:10648,TRUE
HGNC:16543,TRUE
HGNC:43693,TRUE
HGNC:20609,TRUE
HGNC:358,TRUE
HGNC:359,TRUE
HGNC:360,TRUE
HGNC:34515,TRUE
HGNC:30801,TRUE
HGNC:37284,TRUE
HGNC:20250,TRUE
HGNC:55449,TRUE
HGNC:361,TRUE
HGNC:362,TRUE
HGNC:24037,TRUE
HGNC:33542,TRUE
HGNC:17376,TRUE
HGNC:31099,TRUE
HGNC:39062,TRUE
HGNC:39063,TRUE
HGNC:39064,TRUE
HGNC:39065,TRUE
HGNC:56418,TRUE
HGNC:363,TRUE
HGNC:364,TRUE
HGNC:39066,TRUE
HGNC:21596,TRUE
HGNC:39067,TRUE
HGNC:39068,TRUE
HGNC:39069,TRUE
HGNC:365,TRUE
HGNC:49151,TRUE
HGNC:51678,TRUE
HGNC:51679,TRUE
HGNC:20091,TRUE
HGNC:26526,TRUE
HGNC:33814,TRUE
HGNC:28285,TRUE
HGNC:367,TRUE
HGNC:55339,TRUE
HGNC:372,TRUE
HGNC:373,TRUE
HGNC:374,TRUE
HGNC:375,TRUE
HGNC:376,TRUE
HGNC:377,TRUE
HGNC:378,TRUE
HGNC:29857,TRUE
HGNC:49758,TRUE
HGNC:379,TRUE
HGNC:368,TRUE
HGNC:369,TRUE
HGNC:370,TRUE
HGNC:371,TRUE
HGNC:55975,TRUE
HGNC:24061,TRUE
HGNC:18783,TRUE
HGNC:38514,TRUE
HGNC:1170,TRUE
HGNC:25744,TRUE
HGNC:50794,TRUE
HGNC:50797,TRUE
HGNC:21407,TRUE
HGNC:50796,TRUE
HGNC:24108,TRUE
HGNC:28398,TRUE
HGNC:380,TRUE
HGNC:381,TRUE
HGNC:420,TRUE
HGNC:425,TRUE
HGNC:422,TRUE
HGNC:423,TRUE
HGNC:20002,TRUE
HGNC:33498,TRUE
HGNC:33497,TRUE
HGNC:33496,TRUE
HGNC:382,TRUE
HGNC:45062,TRUE
HGNC:45063,TRUE
HGNC:37281,TRUE
HGNC:384,TRUE
HGNC:385,TRUE
HGNC:386,TRUE
HGNC:387,TRUE
HGNC:44679,TRUE
HGNC:44680,TRUE
HGNC:44681,TRUE
HGNC:23469,TRUE
HGNC:388,TRUE
HGNC:11288,TRUE
HGNC:23437,TRUE
HGNC:389,TRUE
HGNC:24062,TRUE
HGNC:55059,TRUE
HGNC:390,TRUE
HGNC:24056,TRUE
HGNC:391,TRUE
HGNC:28426,TRUE
HGNC:392,TRUE
HGNC:393,TRUE
HGNC:41304,TRUE
HGNC:16710,TRUE
HGNC:56419,TRUE
HGNC:56420,TRUE
HGNC:56421,TRUE
HGNC:395,TRUE
HGNC:396,TRUE
HGNC:397,TRUE
HGNC:399,TRUE
HGNC:400,TRUE
HGNC:402,TRUE
HGNC:15472,TRUE
HGNC:27515,TRUE
HGNC:409,TRUE
HGNC:55416,TRUE
HGNC:407,TRUE
HGNC:3978,TRUE
HGNC:40244,TRUE
HGNC:42446,TRUE
HGNC:26777,TRUE
HGNC:404,TRUE
HGNC:405,TRUE
HGNC:403,TRUE
HGNC:410,TRUE
HGNC:411,TRUE
HGNC:406,TRUE
HGNC:408,TRUE
HGNC:7179,TRUE
HGNC:877,TRUE
HGNC:878,TRUE
HGNC:879,TRUE
HGNC:880,TRUE
