panel_hgnc_source_id,panel_hgnc_id,source_id
402,68,3
403,68,7
404,69,1
405,69,2
406,69,4
407,69,5
408,69,6
409,69,8
410,69,3
411,69,7
412,70,1
413,70,2
414,70,4
415,70,5
416,70,6
417,70,3
418,70,7
419,71,1
420,71,2
421,71,4
422,71,5
423,71,6
424,71,3
425,72,1
426,72,2
427,72,4
428,72,5
429,72,3
430,73,2
431,73,4
432,73,5
433,73,6
434,74,2
435,74,9
436,74,4
437,74,5
438,74,6
439,74,8
440,74,3
441,75,1
442,75,2
443,75,4
444,75,5
445,75,6
446,75,3
447,75,7
448,76,1
449,76,2
450,76,4
451,76,5
452,76,6
453,76,3
454,77,1
455,77,2
456,77,4
457,77,5
458,77,6
459,77,3
460,77,7
461,78,4
462,78,6
463,79,1
464,79,2
465,79,4
466,79,5
467,79,6
468,79,3
469,79,7
470,80,1
471,80,2
472,80,4
473,80,5
474,80,6
475,80,3
476,81,1
477,81,2
478,81,4
479,81,5
480,81,6
481,81,3
482,82,1
483,82,2
484,82,4
485,82,5
486,82,6
487,82,3
488,82,7
489,83,4
490,83,5
491,83,6
492,83,3
493,84,1
494,84,2
495,84,4
496,84,5
497,84,6
498,84,3
499,85,1
500,85,2
501,85,4
502,85,5
503,85,6
504,85,3
505,86,1
506,86,2
507,86,4
508,86,5
509,86,6
510,86,8
511,86,3
512,86,7
513,87,1
514,87,2
515,87,4
516,87,5
517,87,6
518,87,8
519,87,3
520,88,4
521,88,5
522,88,6
523,88,8
524,88,3
525,89,1
526,89,2
527,90,1
528,90,2
529,90,4
530,90,5
531,90,6
532,90,3
533,91,1
534,91,2
535,91,4
536,91,5
537,91,6
538,91,3
539,92,4
540,92,6
541,93,4
542,93,5
543,93,6
544,93,8
545,93,3
546,94,3
547,95,1
548,95,2
549,95,4
550,95,5
551,95,6
552,95,8
553,95,3
554,95,7
555,96,1
556,96,2
557,96,3
558,97,1
559,97,2
560,97,4
561,97,5
562,97,6
563,97,3
564,97,7
565,98,2
566,98,4
567,98,6
568,98,8
569,98,3
570,99,1
571,99,2
572,99,4
573,99,5
574,99,6
575,99,3
576,99,7
577,100,4
578,100,6
579,100,3
580,101,1
581,101,3
582,102,1
583,103,1
584,103,2
585,103,4
586,103,5
587,103,6
588,103,8
589,103,3
590,103,7
591,104,1
592,104,2
593,104,4
594,104,5
595,104,6
596,104,8
597,104,3
598,104,7
599,105,4
600,105,6
601,106,1
602,106,2
603,106,8
604,106,3
605,107,3
606,108,1
607,108,2
608,108,4
609,108,5
610,108,6
611,108,8
612,108,3
613,108,7
614,109,1
615,109,2
616,109,3
617,110,2
618,110,4
619,110,5
620,110,6
621,110,3
622,111,1
623,111,2
624,111,4
625,111,5
626,111,6
627,111,8
628,111,3
629,111,7
630,112,1
631,112,2
632,112,9
633,112,4
634,112,5
635,112,6
636,112,3
637,113,1
638,113,2
639,113,4
640,113,5
641,113,6
642,113,8
643,113,3
644,114,1
645,114,2
646,114,4
647,114,5
648,114,6
649,114,3
650,114,7
651,115,3
652,116,1
653,116,2
654,116,4
655,116,5
656,116,6
657,116,8
658,116,3
659,116,7
660,117,3
661,118,1
662,118,2
663,118,4
664,118,5
665,118,6
666,118,3
667,119,1
668,119,2
669,119,4
670,119,5
671,119,6
672,119,3
673,119,7
674,120,1
675,120,2
676,120,4
677,120,5
678,120,6
679,120,3
680,120,7
681,121,4
682,121,6
683,121,8
684,122,2
685,122,4
686,122,5
687,122,6
688,122,8
689,123,1
690,123,2
691,123,4
692,123,5
693,123,6
694,123,8
695,123,3
696,124,1
697,124,2
698,124,4
699,124,5
700,124,6
701,124,8
702,124,3
703,125,1
704,125,2
705,125,4
706,125,5
707,125,6
708,125,8
709,125,3
710,125,7
711,126,4
712,126,6
713,127,1
714,127,2
715,127,4
716,127,5
717,127,6
718,127,3
719,128,1
720,128,2
721,128,4
722,128,5
723,128,6
724,128,3
725,129,1
726,129,2
727,129,4
728,129,5
729,129,6
730,129,8
731,129,3
732,129,7
733,130,2
734,130,4
735,130,5
736,130,6
737,130,3
738,131,1
739,131,2
740,131,4
741,131,5
742,131,6
743,131,3
744,131,7
745,132,1
746,132,2
747,132,4
748,132,5
749,132,6
750,132,8
751,132,3
752,133,1
753,133,2
754,133,4
755,133,5
756,133,6
757,133,8
758,133,3
759,133,7
760,134,1
761,134,2
762,134,4
763,134,5
764,134,6
765,134,8
766,134,3
767,134,7
768,135,1
769,135,2
770,135,4
771,135,5
772,135,6
773,135,3
774,135,7
775,136,1
776,136,2
777,136,4
778,136,5
779,136,6
780,136,8
781,136,3
782,136,7
783,137,4
784,137,5
785,138,1
786,138,2
787,138,4
788,138,5
789,138,6
790,138,8
791,138,3
792,139,2
793,139,8
794,139,3
795,139,7
796,140,1
797,140,2
798,140,4
799,140,5
800,140,6
801,140,3
802,141,1
803,141,2
804,141,4
805,141,5
806,141,6
807,141,3
808,141,7
809,142,1
810,142,2
811,142,4
812,142,5
813,142,6
814,142,3
815,142,7
816,143,1
817,143,2
818,143,4
819,143,5
820,143,6
821,143,8
822,143,3
823,144,1
824,144,2
825,144,4
826,144,5
827,144,6
828,144,3
829,144,7
830,145,1
831,145,2
832,146,1
833,146,2
834,146,3
835,147,1
836,147,2
837,147,4
838,147,5
839,147,6
840,147,3
841,147,7
842,148,2
843,148,4
844,148,5
845,148,6
846,148,3
847,148,7
848,149,1
849,149,2
850,149,4
851,149,5
852,149,6
853,149,3
854,150,1
855,150,2
856,150,4
857,150,5
858,150,6
859,150,8
860,150,3
861,151,1
862,151,2
863,151,4
864,151,5
865,151,6
866,151,3
867,152,1
868,152,2
869,152,4
870,152,5
871,152,6
872,152,3
873,153,1
874,153,2
875,153,4
876,153,5
877,153,6
878,153,3
879,154,1
880,154,2
881,154,4
882,154,5
883,154,6
884,154,8
885,154,3
886,154,7
887,155,1
888,155,2
889,155,4
890,155,6
891,155,3
892,156,1
893,156,2
894,156,4
895,156,5
896,156,6
897,156,3
898,157,3
899,158,1
900,158,2
901,158,4
902,158,5
903,158,6
904,158,8
905,158,3
906,158,7
907,159,1
908,159,2
909,159,4
910,159,5
911,159,6
912,159,3
913,159,7
914,160,1
915,160,2
916,160,4
917,160,5
918,160,6
919,160,8
920,160,3
921,160,7
922,161,1
923,161,2
924,161,4
925,161,5
926,161,6
927,161,3
928,162,1
929,162,2
930,162,4
931,162,5
932,162,6
933,162,8
934,162,3
935,162,7
936,163,1
937,163,2
938,163,4
939,163,5
940,163,6
941,163,3
942,163,7
943,164,1
944,164,2
945,164,4
946,164,5
947,164,6
948,164,3
949,164,7
950,165,1
951,165,2
952,165,4
953,165,5
954,165,6
955,165,8
956,165,3
957,165,7
958,166,1
959,166,2
960,166,4
961,166,5
962,166,6
963,166,8
964,166,3
965,167,1
966,167,2
967,167,4
968,167,5
969,167,6
970,167,8
971,167,3
972,167,7
973,168,1
974,168,2
975,168,4
976,168,5
977,168,6
978,168,8
979,168,3
980,168,7
981,169,1
982,169,4
983,169,5
984,169,6
985,169,3
986,170,2
987,170,4
988,170,5
989,170,6
990,170,8
991,170,3
992,171,1
993,171,2
994,171,4
995,171,5
996,171,6
997,171,8
998,171,3
999,171,7
1000,172,2
1001,172,4
1002,172,6
1003,172,3
1004,173,1
1005,173,2
1006,173,4
1007,173,5
1008,173,6
1009,173,8
1010,173,3
1011,173,7
1012,174,1
1013,174,2
1014,174,4
1015,174,5
1016,174,6
1017,174,3
1018,174,7
1019,175,1
1020,175,2
1021,175,4
1022,175,5
1023,175,6
1024,175,8
1025,175,3
1026,176,1
1027,176,2
1028,176,4
1029,176,5
1030,176,6
1031,176,7
1032,177,2
1033,177,4
1034,177,5
1035,177,6
1036,177,8
1037,177,3
1038,178,1
1039,178,2
1040,178,4
1041,178,5
1042,178,6
1043,178,3
1044,178,7
1045,179,1
1046,179,2
1047,179,4
1048,179,5
1049,179,6
1050,179,3
1051,180,1
1052,180,2
1053,180,4
1054,180,5
1055,180,6
1056,180,3
1057,181,1
1058,181,4
1059,181,5
1060,182,4
1061,182,5
1062,182,6
1063,182,3
1064,183,1
1065,183,2
1066,183,4
1067,183,5
1068,183,6
1069,183,3
1070,184,1
1071,184,2
1072,184,4
1073,184,5
1074,184,6
1075,184,3
1076,184,7
1077,185,1
1078,185,2
1079,185,4
1080,185,5
1081,185,6
1082,185,3
1083,185,7
1084,186,4
1085,186,5
1086,186,6
1087,186,3
1088,186,7
1089,187,1
1090,187,2
1091,187,4
1092,187,5
1093,187,6
1094,187,3
1095,187,7
1096,188,1
1097,188,2
1098,188,4
1099,188,5
1100,188,6
1101,188,3
1102,188,7
1103,189,1
1104,189,4
1105,189,5
1106,189,6
1107,189,3
1108,190,1
1109,190,4
1110,190,5
1111,190,6
1112,190,3
1113,191,1
1114,191,4
1115,191,6
1116,192,1
1117,192,2
1118,192,4
1119,192,5
1120,192,6
1121,192,3
1122,193,1
1123,193,2
1124,193,4
1125,193,5
1126,193,6
1127,193,8
1128,193,3
1129,193,7
1130,194,1
1131,194,2
1132,194,4
1133,194,5
1134,194,6
1135,194,3
1136,195,1
1137,195,2
1138,195,4
1139,195,5
1140,195,6
1141,195,3
1142,195,7
1143,196,1
1144,196,2
1145,196,4
1146,196,5
1147,196,6
1148,196,3
1149,197,1
1150,197,2
1151,197,4
1152,197,5
1153,197,6
1154,197,3
1155,198,1
1156,198,4
1157,198,5
1158,198,3
1159,199,1
1160,199,2
1161,199,4
1162,199,5
1163,199,6
1164,199,8
1165,199,3
1166,199,7
1167,200,1
1168,201,1
1169,201,2
1170,201,4
1171,201,5
1172,201,6
1173,201,8
1174,201,3
1175,201,7
1176,202,4
1177,202,5
1178,202,6
1179,202,8
1180,202,3
1181,203,3
1182,204,1
1183,204,2
1184,204,4
1185,204,5
1186,204,6
1187,204,3
1188,204,7
1189,205,1
1190,205,4
1191,205,6
1192,205,3
1193,206,1
1194,206,2
1195,206,4
1196,206,5
1197,206,6
1198,206,3
1199,207,1
1200,207,3
1201,208,1
1202,208,4
1203,208,6
1204,209,1
1205,209,2
1206,209,4
1207,209,5
1208,209,6
1209,209,3
1210,209,7
1211,210,1
1212,210,2
1213,210,4
1214,210,5
1215,210,6
1216,210,3
1217,210,7
1218,211,1
1219,211,2
1220,211,9
1221,211,4
1222,211,6
1223,211,8
1224,211,3
1225,212,1
1226,212,2
1227,212,4
1228,212,5
1229,212,6
1230,212,3
1231,212,7
1232,213,1
1233,213,4
1234,213,5
1235,213,6
1236,213,3
1237,214,1
1238,215,1
1239,215,2
1240,215,4
1241,215,5
1242,215,6
1243,215,8
1244,215,3
1245,215,7
1246,216,1
1247,216,2
1248,216,4
1249,216,5
1250,216,6
1251,216,8
1252,216,3
1253,217,1
1254,217,2
1255,217,4
1256,217,5
1257,217,6
1258,217,3
1259,217,7
1260,218,4
1261,218,6
1262,219,8
1263,220,1
1264,220,2
1265,220,4
1266,220,5
1267,220,6
1268,220,3
1269,221,1
1270,221,3
1271,222,1
1272,222,2
1273,222,4
1274,222,5
1275,222,6
1276,222,8
1277,222,3
1278,223,1
1279,223,2
1280,223,4
1281,223,5
1282,223,6
1283,223,3
1284,224,1
1285,224,2
1286,224,4
1287,224,5
1288,224,6
1289,224,3
1290,224,7
1291,225,2
1292,225,4
1293,225,5
1294,225,6
1295,225,3
1296,226,1
1297,226,2
1298,226,4
1299,226,5
1300,226,6
1301,226,3
1302,227,1
1303,227,2
1304,227,4
1305,227,5
1306,227,6
1307,227,3
1308,227,7
1309,228,1
1310,228,2
1311,228,4
1312,228,5
1313,228,6
1314,228,3
1315,229,1
1316,229,2
1317,229,4
1318,229,5
1319,229,6
1320,229,3
1321,230,2
1322,230,3
1323,231,1
1324,231,2
1325,231,4
1326,231,6
1327,231,8
1328,231,3
1329,232,1
1330,232,2
1331,232,9
1332,232,4
1333,232,5
1334,232,6
1335,232,8
1336,232,3
1337,233,2
1338,233,4
1339,233,5
1340,233,6
1341,233,8
1342,233,3
1343,234,1
1344,234,2
1345,234,4
1346,234,5
1347,234,6
1348,234,8
1349,234,3
1350,234,7
1351,235,4
1352,235,5
1353,236,4
1354,236,5
1355,236,6
1356,236,8
1357,236,3
1358,237,1
1359,237,4
1360,237,5
1361,237,6
1362,237,3
1363,238,1
1364,238,2
1365,238,4
1366,238,5
1367,238,6
1368,238,8
1369,238,3
1370,238,7
1371,239,1
1372,239,2
1373,239,4
1374,239,5
1375,239,6
1376,239,8
1377,239,3
1378,240,4
1379,240,5
1380,240,6
1381,241,1
1382,241,2
1383,241,4
1384,241,5
1385,241,6
1386,241,8
1387,241,3
1388,241,7
1389,242,1
1390,242,2
1391,242,4
1392,242,5
1393,242,6
1394,242,8
1395,242,3
1396,242,7
1397,243,1
1398,243,2
1399,243,4
1400,243,5
1401,243,6
1402,243,8
1403,243,3
1404,243,7
1405,244,1
1406,244,2
1407,244,4
1408,244,5
1409,244,6
1410,244,8
1411,244,3
1412,245,1
1413,245,2
1414,245,4
1415,245,5
1416,245,6
1417,245,3
1418,246,1
1419,246,2
1420,246,4
1421,246,5
1422,246,6
1423,246,3
1424,246,7
1425,247,1
1426,247,2
1427,247,4
1428,247,5
1429,247,6
1430,247,8
1431,247,3
1432,248,4
1433,248,5
1434,248,6
1435,248,3
1436,249,1
1437,250,1
1438,250,2
1439,250,4
1440,250,5
1441,250,6
1442,250,3
1443,251,1
1444,251,4
1445,251,5
1446,251,3
1447,252,1
1448,252,2
1449,252,4
1450,252,5
1451,252,6
1452,252,3
1453,253,1
1454,253,2
1455,253,4
1456,253,5
1457,253,6
1458,253,3
1459,253,7
1460,254,1
1461,254,2
1462,254,4
1463,254,5
1464,254,6
1465,254,3
1466,255,1
1467,255,3
1468,256,1
1469,256,2
1470,256,4
1471,256,5
1472,256,6
1473,256,3
1474,256,7
1475,257,4
1476,257,5
1477,258,1
1478,258,2
1479,258,4
1480,258,5
1481,258,6
1482,258,3
1483,259,4
1484,259,5
1485,260,1
1486,260,2
1487,260,4
1488,260,5
1489,260,6
1490,260,3
1491,260,7
1492,261,1
1493,261,2
1494,261,4
1495,261,5
1496,261,6
1497,261,8
1498,261,3
1499,261,7
1500,262,1
1501,262,4
1502,262,6
1503,263,1
1504,263,2
1505,263,4
1506,263,5
1507,263,6
1508,263,3
1509,264,1
1510,264,2
1511,264,4
1512,264,5
1513,264,6
1514,264,3
1515,265,1
1516,265,2
1517,265,4
1518,265,5
1519,265,6
1520,265,3
1521,265,7
1522,266,2
1523,266,4
1524,266,5
1525,266,6
1526,266,8
1527,266,3
1528,267,2
1529,267,4
1530,267,5
1531,267,6
1532,267,8
1533,267,3
1534,267,7
1535,268,2
1536,268,4
1537,268,6
1538,269,2
1539,269,4
1540,269,5
1541,269,6
1542,269,8
1543,269,3
1544,270,1
1545,270,2
1546,270,4
1547,270,5
1548,270,6
1549,270,8
1550,270,3
1551,271,4
1552,271,6
1553,272,1
1554,272,2
1555,272,4
1556,272,5
1557,272,6
1558,272,8
1559,272,3
1560,272,7
1561,273,3
1562,274,1
1563,274,2
1564,274,4
1565,274,5
1566,274,6
1567,274,7
1568,275,2
1569,275,4
1570,275,5
1571,275,6
1572,275,3
1573,276,8
1574,277,2
1575,277,4
1576,277,6
1577,278,4
1578,278,5
1579,278,6
1580,278,3
1581,279,4
1582,279,5
1583,280,1
1584,281,1
1585,281,2
1586,281,4
1587,281,5
1588,281,6
1589,281,3
1590,282,1
1591,283,1
1592,283,2
1593,283,4
1594,283,5
1595,283,6
1596,283,8
1597,283,3
1598,284,1
1599,284,2
1600,284,4
1601,284,5
1602,284,6
1603,284,8
1604,284,3
1605,284,7
1606,285,1
1607,285,2
1608,285,4
1609,285,5
1610,285,6
1611,285,8
1612,285,3
1613,285,7
1614,286,1
1615,286,2
1616,286,4
1617,286,5
1618,286,6
1619,286,8
1620,286,3
1621,287,4
1622,287,5
1623,287,6
1624,288,4
1625,288,6
1626,289,1
1627,289,2
1628,289,4
1629,289,5
1630,289,6
1631,289,8
1632,289,3
1633,289,7
1634,290,1
1635,290,2
1636,290,4
1637,290,5
1638,290,6
1639,290,3
1640,291,1
1641,291,4
1642,291,5
1643,291,6
1644,291,8
1645,291,3
1646,292,1
1647,292,2
1648,292,4
1649,292,5
1650,292,6
1651,292,8
1652,292,3
1653,292,7
1654,293,4
1655,293,5
1656,293,6
1657,294,2
1658,294,3
1659,295,1
1660,295,2
1661,295,4
1662,295,5
1663,295,3
1664,295,7
1665,296,1
1666,296,2
1667,296,4
1668,296,5
1669,296,6
1670,296,8
1671,296,3
1672,296,7
1673,297,1
1674,297,2
1675,297,4
1676,297,5
1677,297,6
1678,297,3
1679,297,7
1680,298,4
1681,298,6
1682,298,8
1683,298,3
1684,299,1
1685,299,2
1686,299,4
1687,299,6
1688,299,3
1689,300,1
1690,300,2
1691,300,4
1692,300,5
1693,300,6
1694,300,3
1695,300,7
1696,301,1
1697,301,2
1698,301,4
1699,301,5
1700,301,6
1701,301,3
1702,301,7
1703,302,1
1704,302,2
1705,302,4
1706,302,6
1707,302,3
1708,303,4
1709,303,6
1710,303,3
1711,304,1
1712,304,2
1713,304,8
1714,304,3
1715,304,7
1716,305,2
1717,305,4
1718,305,5
1719,305,6
1720,305,8
1721,305,3
1722,306,1
1723,306,2
1724,306,4
1725,306,5
1726,306,6
1727,306,8
1728,306,3
1729,306,7
1730,307,1
1731,307,2
1732,307,4
1733,307,5
1734,307,6
1735,307,3
1736,307,7
1737,308,3
1738,309,1
1739,309,2
1740,309,4
1741,309,5
1742,309,6
1743,309,3
1744,309,7
1745,310,4
1746,310,6
1747,311,1
1748,311,2
1749,311,4
1750,311,5
1751,311,6
1752,311,8
1753,311,3
1754,312,1
1755,312,2
1756,312,4
1757,312,5
1758,312,6
1759,312,8
1760,312,3
1761,312,7
1762,313,1
1763,314,1
1764,314,2
1765,314,4
1766,314,5
1767,314,6
1768,314,8
1769,314,3
1770,314,7
1771,315,1
1772,315,2
1773,315,4
1774,315,5
1775,315,6
1776,315,8
1777,315,3
1778,315,7
1779,316,1
1780,316,2
1781,316,4
1782,316,5
1783,316,6
1784,316,3
1785,317,1
1786,317,2
1787,317,4
1788,317,5
1789,317,6
1790,317,8
1791,317,3
1792,317,7
1793,318,4
1794,318,5
1795,318,6
1796,318,3
1797,319,3
1798,320,1
1799,320,2
1800,320,4
1801,320,5
1802,320,6
1803,320,3
1804,320,7
1805,321,4
1806,321,6
1807,322,1
1808,322,2
1809,322,4
1810,322,5
1811,322,6
1812,322,8
1813,322,3
1814,322,7
1815,323,2
1816,323,4
1817,323,5
1818,323,6
1819,323,8
1820,323,3
1821,324,1
1822,324,2
1823,324,4
1824,324,5
1825,324,6
1826,324,8
1827,324,3
1828,324,7
1829,325,4
1830,325,5
1831,325,6
1832,325,3
1833,326,1
1834,326,2
1835,326,4
1836,326,5
1837,326,6
1838,326,8
1839,326,3
1840,326,7
1841,327,4
1842,327,5
1843,327,6
1844,327,3
1845,328,1
1846,328,2
1847,328,4
1848,328,5
1849,328,6
1850,328,3
1851,329,1
1852,329,2
1853,330,1
1854,330,2
1855,330,4
1856,330,6
1857,330,8
1858,330,3
1859,331,4
1860,331,5
1861,331,6
1862,331,3
1863,331,7
1864,332,1
1865,332,2
1866,332,4
1867,332,5
1868,332,6
1869,332,3
1870,332,7
1871,333,4
1872,333,5
1873,333,6
1874,333,3
1875,334,1
1876,334,2
1877,334,4
1878,334,5
1879,334,6
1880,334,3
1881,334,7
1882,335,1
1883,335,2
1884,335,4
1885,335,5
1886,335,6
1887,335,8
1888,335,3
1889,336,1
1890,336,4
1891,336,5
1892,336,6
1893,336,3
1894,337,1
1895,338,3
1896,339,1
1897,339,2
1898,339,4
1899,339,5
1900,339,6
1901,339,3
1902,340,1
1903,340,2
1904,340,4
1905,340,5
1906,340,6
1907,340,3
1908,341,1
1909,341,2
1910,341,4
1911,341,5
1912,341,6
1913,341,8
1914,341,3
1915,342,1
1916,342,2
1917,342,4
1918,342,5
1919,342,6
1920,342,8
1921,342,3
1922,342,7
1923,343,1
1924,343,2
1925,343,4
1926,343,5
1927,343,6
1928,343,8
1929,343,3
1930,343,7
1931,344,1
1932,344,2
1933,344,4
1934,344,5
1935,344,6
1936,344,3
1937,345,1
1938,345,2
1939,345,4
1940,345,5
1941,345,6
1942,345,8
1943,345,3
1944,345,7
1945,346,1
1946,347,2
1947,347,9
1948,347,4
1949,347,6
1950,347,8
1951,347,3
1952,348,1
1953,348,2
1954,348,4
1955,348,6
1956,348,3
1957,349,1
1958,349,2
1959,350,1
1960,350,2
1961,350,4
1962,350,5
1963,350,6
1964,350,3
1965,351,2
1966,351,9
1967,352,3
1968,353,8
1969,354,3
1970,355,3
1971,356,1
1972,356,2
1973,356,4
1974,356,5
1975,356,6
1976,356,3
1977,357,1
1978,357,2
1979,357,4
1980,357,5
1981,357,6
1982,357,8
1983,357,3
1984,357,7
1985,358,2
1986,358,9
1987,358,4
1988,358,6
1989,358,3
1990,359,1
1991,359,2
1992,359,4
1993,359,5
1994,359,6
1995,359,8
1996,359,3
1997,360,1
1998,360,2
1999,360,4
2000,360,5
2001,360,6
2002,360,3
2003,361,4
2004,361,6
2005,361,8
2006,362,1
2007,362,2
2008,362,4
2009,362,5
2010,362,6
2011,362,8
2012,362,3
2013,362,7
2014,363,1
2015,363,2
2016,363,4
2017,363,5
2018,363,6
2019,363,3
2020,363,7
2021,364,1
2022,364,2
2023,364,4
2024,364,5
2025,364,6
2026,364,8
2027,364,3
2028,365,4
2029,365,6
2030,365,3
2031,366,1
2032,366,2
2033,366,4
2034,366,5
2035,366,6
2036,366,8
2037,366,3
2038,366,7
2039,367,1
2040,367,2
2041,367,4
2042,367,5
2043,367,6
2044,367,3
2045,367,7
2046,368,1
2047,368,2
2048,368,4
2049,368,5
2050,368,6
2051,368,8
2052,369,1
2053,369,2
2054,369,4
2055,369,5
2056,369,6
2057,369,3
2058,369,7
2059,370,4
2060,370,5
2061,370,6
2062,370,8
2063,371,1
2064,371,4
2065,371,5
2066,372,1
2067,372,2
2068,372,4
2069,372,5
2070,372,6
2071,372,8
2072,372,3
2073,373,1
2074,373,2
2075,373,4
2076,373,5
2077,373,6
2078,373,8
2079,373,3
2080,373,7
2081,374,2
2082,374,4
2083,374,5
2084,374,3
2085,375,2
2086,375,4
2087,375,5
2088,375,3
2089,376,1
2090,376,4
2091,376,5
2092,376,3
2093,376,7
2094,377,4
2095,377,5
2096,377,3
2097,377,7
2098,378,4
2099,378,5
2100,378,3
2101,379,3
2102,380,1
2103,380,2
2104,380,4
2105,380,5
2106,380,6
2107,380,8
2108,380,3
2109,380,7
2110,381,1
2111,381,2
2112,381,4
2113,381,6
2114,381,3
2115,382,1
2116,382,2
2117,382,4
2118,382,5
2119,382,6
2120,382,8
2121,382,3
2122,382,7
2123,383,3
2124,384,1
2125,384,2
2126,384,4
2127,384,6
2128,384,3
2129,385,1
2130,385,2
2131,385,4
2132,385,5
2133,385,6
2134,385,3
2135,385,7
